Year,Ethnicity,Sex,Cause of Death
2007,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2007,HISPANIC,MALE,DIABETES MELLITUS
2007,HISPANIC,MALE,DISEASES OF HEART
2007,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2007,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2007,HISPANIC,MALE,INFLUENZA AND PNEUMONIA
2007,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2007,HISPANIC,MALE,MALIGNANT NEOPLASMS
2007,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2007,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2007,HISPANIC,MALE,PARKINSONS DISEASE
2007,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2007,HISPANIC,MALE,RESPIRATORY DISTRESS OF NEWBORN
2007,HISPANIC,MALE,SEPTICEMIA
2007,HISPANIC,MALE,SHORT GESTATION/LBW
2007,HISPANIC,MALE,VIRAL HEPATITIS
2007,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2007,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE
2007,NON-HISPANIC BLACK,FEMALE,ANEMIAS
2007,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION
2007,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE)
2007,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS
2007,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2007,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2007,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE
2007,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2007,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2007,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2007,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS
2007,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART
2007,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2007,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2007,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA
2007,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2007,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS
2007,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2007,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM"
2007,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2007,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA
2007,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW
2007,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS
2007,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING
2007,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE
2007,NON-HISPANIC BLACK,MALE,ANEMIAS
2007,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION
2007,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE)
2007,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS
2007,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2007,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2007,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE
2007,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2007,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2007,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2007,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS
2007,NON-HISPANIC BLACK,MALE,DISEASES OF HEART
2007,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2007,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2007,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA
2007,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2007,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS
2007,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2007,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2007,NON-HISPANIC BLACK,MALE,PEPTIC ULCER
2007,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2007,NON-HISPANIC BLACK,MALE,SEPTICEMIA
2007,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW
2007,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS
2007,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2007,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE
2007,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION
2007,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE)
2007,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS
2007,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,HISPANIC,MALE,VIRAL HEPATITIS
2007,NON-HISPANIC WHITE,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2007,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE
2007,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER
2007,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2007,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2007,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2007,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS
2007,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART
2007,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2007,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2007,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA
2007,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2007,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS
2007,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2007,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2007,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE
2007,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER
2007,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2007,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA
2007,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW
2007,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS
2007,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING
2007,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE
2007,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION
2007,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE)
2007,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS
2007,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2007,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE
2007,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2007,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2007,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2007,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS
2007,NON-HISPANIC WHITE,MALE,DISEASES OF HEART
2007,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2007,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2007,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA
2007,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2007,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS
2007,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2007,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2007,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE
2007,NON-HISPANIC WHITE,MALE,PEPTIC ULCER
2007,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2007,NON-HISPANIC WHITE,MALE,SEPTICEMIA
2007,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW
2007,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS
2008,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2008,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS
2008,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE
2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER
2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2008,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2008,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2008,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS
2008,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART
2008,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2008,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA
2008,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2008,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS
2008,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2008,ASIAN & PACIFIC ISLANDER,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM"
2008,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA
2008,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS
2008,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING
2008,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION
2008,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE)
2008,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS
2008,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE
2008,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2008,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2008,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2008,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS
2008,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART
2008,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2008,ASIAN & PACIFIC ISLANDER,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2008,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA
2008,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2008,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS
2008,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2008,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2008,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE
2008,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA
2008,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS
2008,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2008,HISPANIC,FEMALE,ALZHEIMERS DISEASE
2008,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION
2008,HISPANIC,FEMALE,ASSAULT (HOMICIDE)
2008,HISPANIC,FEMALE,ATHEROSCLEROSIS
2008,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE
2008,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2008,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2008,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2008,HISPANIC,FEMALE,DIABETES MELLITUS
2008,HISPANIC,FEMALE,DISEASES OF HEART
2008,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2008,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2008,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA
2008,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2008,HISPANIC,FEMALE,MALIGNANT NEOPLASMS
2008,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2008,HISPANIC,FEMALE,PARKINSONS DISEASE
2008,HISPANIC,FEMALE,PNEUMONITIS DUE TO SOLIDS AND LIQUIDS
2008,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM"
2008,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2008,HISPANIC,FEMALE,SEPTICEMIA
2008,HISPANIC,FEMALE,SHORT GESTATION/LBW
2008,HISPANIC,FEMALE,VIRAL HEPATITIS
2008,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING
2008,HISPANIC,MALE,ALZHEIMERS DISEASE
2008,HISPANIC,MALE,ANEMIAS
2008,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION
2008,HISPANIC,MALE,ASSAULT (HOMICIDE)
2008,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2008,HISPANIC,MALE,CEREBROVASCULAR DISEASE
2008,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2008,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2008,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2008,HISPANIC,MALE,DIABETES MELLITUS
2008,HISPANIC,MALE,DISEASES OF HEART
2008,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2008,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2008,HISPANIC,MALE,INFLUENZA AND PNEUMONIA
2008,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2008,HISPANIC,MALE,MALIGNANT NEOPLASMS
2008,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2008,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2008,HISPANIC,MALE,PARKINSONS DISEASE
2008,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2008,HISPANIC,MALE,SEPTICEMIA
2008,HISPANIC,MALE,SHORT GESTATION/LBW
2008,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2008,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE
2008,NON-HISPANIC BLACK,FEMALE,ANEMIAS
2008,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE)
2008,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS
2008,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,NON-HISPANIC BLACK,FEMALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2008,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE
2008,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2008,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2008,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2008,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS
2008,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART
2008,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2008,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2008,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA
2008,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2008,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS
2008,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2008,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2008,NON-HISPANIC BLACK,FEMALE,PEPTIC ULCER
2008,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM"
2008,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2008,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA
2008,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW
2008,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS
2008,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING
2008,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE
2008,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION
2008,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE)
2008,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD
2008,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE
2008,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2008,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2008,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2008,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS
2008,NON-HISPANIC BLACK,MALE,DISEASES OF HEART
2008,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2008,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2008,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA
2008,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2008,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS
2008,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2008,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2008,NON-HISPANIC BLACK,MALE,PEPTIC ULCER
2008,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2008,NON-HISPANIC BLACK,MALE,RESPIRATORY DISTRESS OF NEWBORN
2008,NON-HISPANIC BLACK,MALE,SEPTICEMIA
2008,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW
2008,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS
2008,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2008,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE
2008,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION
2008,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS
2008,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE
2008,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER
2008,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2008,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2008,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2008,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS
2008,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART
2008,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2008,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2008,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA
2008,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2008,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS
2008,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2008,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2008,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE
2008,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER
2008,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2008,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA
2008,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW
2008,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS
2008,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING
2008,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE
2008,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION
2008,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE)
2008,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS
2008,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS
2008,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE
2008,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2008,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES
2008,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2008,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS
2008,NON-HISPANIC WHITE,MALE,DISEASES OF HEART
2008,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2008,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE
2008,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA
2008,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE)
2008,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS
2008,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL
2008,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2008,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE
2008,NON-HISPANIC WHITE,MALE,PEPTIC ULCER
2008,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING
2008,NON-HISPANIC WHITE,MALE,SEPTICEMIA
2008,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW
2008,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE)
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS
2009,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES
2009,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS"
2009,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS
2009,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES
2009,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA
2009,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE)
2009,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS
2009,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS"
2009,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA
2009,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS
2009,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING
2009,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE
2009,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION
